1;air_base;3481.00;10.98;1948.00;3.58;0
1;naval_base;3434.00;9.65;2017.00;-2.98;13222
1;naval_base;3416.00;9.68;2014.00;-2.68;13222
1;naval_base;3395.00;9.93;1974.00;-3.34;13042
1;naval_base;3258.00;9.55;2026.00;-2.90;13516
1;naval_base;3314.00;9.55;753.00;0.28;13733
1;naval_base;3370.00;9.90;1992.00;-4.33;13042
1;naval_base;3326.00;9.80;1993.00;-3.14;13365
1;naval_base;3503.00;9.93;2019.00;-3.14;13908
1;naval_base;3245.00;9.50;778.00;-1.33;13323
1;naval_base;3302.00;9.90;2003.00;-3.61;13912
1;naval_base;3289.00;9.50;762.00;0.46;13733
1;naval_base;3387.00;9.90;1981.00;-3.75;13042
1;naval_base;3172.00;9.55;2019.00;-2.58;13786
1;naval_base;3431.00;9.65;744.00;-0.64;13955
1;naval_base;3288.00;9.90;2009.00;-3.55;13912
1;naval_base;3322.00;9.90;1993.00;-3.84;13365
1;naval_base;3166.00;9.50;1908.00;0.17;12883
1;naval_base;3420.00;9.90;1978.00;-2.75;13042
1;naval_base;3472.00;9.90;2020.00;-4.19;13908
1;naval_base;3337.00;9.65;765.00;0.79;13619
1;naval_base;3227.00;9.85;2024.00;-2.76;13516
1;naval_base;3355.00;9.70;1999.00;-3.14;13365
1;naval_base;3388.00;9.50;769.00;-1.11;13619
1;naval_base;3270.00;9.50;759.00;0.79;13323
1;naval_base;3387.00;9.65;774.00;-0.64;13619
1;naval_base;3379.00;9.50;776.00;0.00;13619
1;naval_base;3367.00;9.55;775.00;0.40;13619
1;naval_base;3201.00;9.80;2025.00;-2.90;13786
1;naval_base;3243.00;9.90;2024.00;-3.34;13516
1;naval_base;3204.00;9.90;2022.00;-2.94;13786
1;naval_base;3513.00;9.90;2004.00;0.88;13271
1;naval_base;3425.00;9.50;1990.00;-1.95;13042
1;naval_base;3346.00;9.85;1991.00;-3.14;13365
1;naval_base;3240.00;9.50;796.00;-0.93;13323
1;naval_base;3244.00;9.50;786.00;-1.89;13323
1;naval_base;3359.00;9.50;772.00;0.32;13619
1;naval_base;3247.00;9.50;768.00;-1.57;13323
1;naval_base;3347.00;9.65;768.00;0.59;13619
1;naval_base;3292.00;9.50;761.00;0.00;13733
1;naval_base;3275.00;9.50;761.00;0.00;13323
1;naval_base;3296.00;9.90;761.00;-0.79;13733
1;naval_base;3331.00;9.55;760.00;0.46;13733
1;naval_base;3256.00;9.50;757.00;-0.46;13323
1;naval_base;3323.00;9.50;755.00;0.00;13733
1;naval_base;3394.00;9.80;761.00;-1.57;13619
1;naval_base;3306.00;9.50;752.00;0.00;13733
1;naval_base;3396.00;9.50;747.00;-0.46;13955
1;naval_base;3419.00;9.50;741.00;-0.32;13955
1;naval_base;3399.00;9.50;740.00;-0.98;13955
1;naval_base;3408.00;9.50;737.00;0.00;13955
1;bunker;3305.00;10.00;1965.00;3.29;0
1;bunker;3368.00;9.95;1840.00;5.95;0
1;bunker;3370.00;11.80;1896.00;2.33;0
1;bunker;3230.00;12.45;1974.00;3.89;0
1;bunker;3209.00;10.75;1999.00;1.73;0
1;bunker;3483.00;10.88;1995.00;4.40;0
1;bunker;3211.00;12.12;1983.00;0.78;0
1;bunker;3232.00;11.30;1936.00;2.34;0
1;bunker;3231.00;11.07;1927.00;0.18;0
1;bunker;3278.00;10.48;1998.00;2.84;0
1;bunker;3269.00;10.20;789.00;5.50;0
1;bunker;3310.00;11.00;821.00;2.24;0
1;bunker;3273.00;14.95;1868.00;3.45;0
1;bunker;3242.00;10.05;842.00;1.29;0
1;bunker;3287.00;10.73;1989.00;2.85;0
1;bunker;3408.00;9.90;750.00;5.51;0
1;bunker;3472.00;12.25;1877.00;1.90;0
1;bunker;3424.00;10.23;2013.00;6.02;0
1;bunker;3336.00;12.23;1898.00;6.12;0
1;bunker;3268.00;10.50;1925.00;3.96;0
1;bunker;3195.00;11.50;1924.00;1.80;0
1;bunker;3270.00;10.73;1966.00;4.46;0
1;bunker;3326.00;10.80;836.00;6.03;0
1;bunker;3447.00;10.88;1911.00;2.41;0
1;bunker;3300.00;10.00;2001.00;0.25;0
1;bunker;3442.00;10.68;1951.00;1.45;0
1;bunker;3440.00;10.70;2001.00;4.47;0
1;bunker;3296.00;11.65;1919.00;0.85;0
1;bunker;3416.00;10.10;1966.00;3.52;0
1;bunker;3397.00;11.75;1862.00;5.08;0
1;bunker;3376.00;10.30;1970.00;2.92;0
1;bunker;3185.00;10.98;1931.00;5.58;0
1;bunker;3314.00;10.18;1984.00;1.96;0
1;bunker;3283.00;10.45;1947.00;4.98;0
1;bunker;3228.00;10.98;1998.00;6.19;0
1;bunker;3409.00;10.30;1912.00;4.03;0
1;bunker;3472.00;12.03;1910.00;0.41;0
1;bunker;3347.00;11.20;1923.00;1.97;0
1;bunker;3235.00;10.10;882.00;4.63;0
1;bunker;3521.00;10.20;1940.00;2.47;0
1;bunker;3377.00;9.98;1983.00;5.14;0
1;bunker;3276.00;10.73;1969.00;0.41;0
1;bunker;3437.00;10.53;1971.00;4.54;0
1;bunker;3308.00;10.43;860.00;0.92;0
1;bunker;3483.00;11.50;1910.00;2.48;0
1;bunker;3386.00;12.30;1874.00;5.14;0
1;bunker;3385.00;10.50;1964.00;2.98;0
1;bunker;3300.00;10.62;879.00;4.19;0
1;bunker;3259.00;10.03;912.00;0.92;0
1;bunker;3487.00;11.20;1949.00;3.59;0
1;bunker;3261.00;10.35;1898.00;6.25;0
1;bunker;3371.00;10.65;1948.00;2.64;0
1;bunker;3336.00;10.55;790.00;5.65;0
1;bunker;3187.00;10.43;2009.00;2.04;0
1;bunker;3341.00;11.18;815.00;4.70;0
1;bunker;3335.00;10.70;1940.00;2.54;0
1;bunker;3460.00;10.32;1948.00;4.10;0
1;bunker;3249.00;10.03;815.00;0.48;0
1;bunker;3396.00;11.00;1895.00;3.15;0
1;bunker;3287.00;15.68;1893.00;6.16;0
1;bunker;3362.00;11.20;1876.00;1.09;0
1;bunker;3293.00;10.50;782.00;5.21;0
1;bunker;3170.00;10.45;1927.00;1.59;0
1;bunker;3424.00;9.90;743.00;3.15;0
1;bunker;3250.00;9.90;903.00;0.99;0
1;bunker;3204.00;12.57;1974.00;3.66;0
1;bunker;3362.00;11.50;809.00;0.04;0
1;bunker;3267.00;9.80;850.00;1.60;0
1;bunker;3157.00;9.98;1913.00;5.72;0
1;bunker;3448.00;10.03;2020.00;0.65;0
1;bunker;3159.00;10.48;1942.00;4.77;0
1;bunker;3327.00;11.90;1935.00;0.04;0
1;bunker;3500.00;10.70;1949.00;4.17;0
1;bunker;3499.00;11.65;1895.00;5.37;0
1;bunker;3400.00;10.12;1970.00;3.21;0
1;bunker;3420.00;10.38;1903.00;6.23;0
1;bunker;3200.00;11.00;1900.00;1.16;0
1;bunker;3219.00;10.82;2000.00;5.28;0
1;bunker;3253.00;10.40;1931.00;0.55;0
1;bunker;3289.00;10.10;804.00;3.22;0
1;bunker;3209.00;12.20;1937.00;5.88;0
1;bunker;3520.00;11.00;1915.00;3.73;0
1;bunker;3395.00;10.40;1939.00;3.83;0
1;bunker;3242.00;10.03;947.00;1.67;0
1;bunker;3340.00;12.18;1885.00;4.33;0
1;bunker;3288.00;9.95;765.00;0.71;0
1;bunker;3223.00;10.85;975.00;3.73;0
1;bunker;3229.00;10.62;959.00;0.11;0
1;bunker;3233.00;9.70;836.00;2.78;0
1;bunker;3317.00;10.53;844.00;5.44;0
1;bunker;3244.00;9.90;913.00;2.17;0
1;bunker;3314.00;10.30;780.00;4.84;0
1;bunker;3270.00;10.00;878.00;1.23;0
1;bunker;3335.00;11.12;820.00;2.78;0
1;bunker;3283.00;10.40;790.00;0.62;0
1;bunker;3261.00;10.00;840.00;1.83;0
1;bunker;3460.00;10.28;2018.00;5.95;0
1;bunker;3257.00;10.82;1998.00;2.68;0
1;bunker;3253.00;10.05;888.00;3.90;0
1;bunker;3284.00;10.60;861.00;1.73;0
1;bunker;3226.00;10.55;950.00;4.40;0
1;bunker;3351.00;11.03;799.00;5.96;0
1;bunker;3327.00;12.03;1895.00;2.34;0
1;bunker;3245.00;10.43;1890.00;0.18;0
1;bunker;3225.00;9.98;845.00;1.39;0
1;bunker;3333.00;10.75;847.00;4.40;0
1;bunker;3249.00;10.00;877.00;0.79;0
1;bunker;3257.00;10.50;944.00;4.91;0
1;bunker;3277.00;10.20;826.00;0.18;0
1;bunker;3273.00;10.15;871.00;2.85;0
1;bunker;3307.00;10.40;785.00;0.69;0
1;bunker;3460.00;10.90;1999.00;1.90;0
1;bunker;3288.00;10.40;853.00;4.91;0
1;bunker;3289.00;10.00;824.00;1.29;0
1;bunker;3318.00;10.23;792.00;3.96;0
1;bunker;3416.00;10.10;759.00;0.34;0
1;bunker;3413.00;10.50;1928.00;3.36;0
1;bunker;3210.00;11.53;960.00;4.57;0
1;bunker;3252.00;9.80;782.00;2.41;0
1;bunker;3259.00;10.10;814.00;0.25;0
1;bunker;3302.00;10.53;827.00;0.35;0
1;bunker;3340.00;10.70;1965.00;4.47;0
1;bunker;3240.00;10.55;971.00;0.85;0
1;bunker;3227.00;10.35;936.00;3.87;0
1;bunker;3248.00;10.48;960.00;5.08;0
1;bunker;3260.00;10.10;809.00;2.92;0
1;bunker;3315.00;10.60;839.00;5.58;0
1;bunker;3217.00;11.38;980.00;0.86;0
1;bunker;3199.00;12.35;968.00;3.52;0
1;bunker;3337.00;10.32;776.00;1.36;0
1;bunker;3411.00;10.23;774.00;4.03;0
1;bunker;3497.00;10.03;2013.00;5.59;0
1;bunker;3314.00;9.98;758.00;3.42;0
1;bunker;3283.00;10.12;814.00;4.64;0
1;bunker;3306.00;10.80;815.00;2.48;0
1;bunker;3402.00;10.60;1893.00;4.03;0
1;bunker;3235.00;10.05;847.00;0.41;0
1;bunker;3286.00;10.10;871.00;3.08;0
1;bunker;3386.00;10.43;786.00;0.92;0
1;bunker;3253.00;10.03;867.00;1.02;0
1;bunker;3218.00;10.57;943.00;5.15;0
1;bunker;3288.00;11.00;891.00;2.98;0
1;bunker;3258.00;10.00;858.00;4.54;0
1;bunker;3264.00;10.28;2018.00;0.92;0
1;bunker;3332.00;10.15;1986.00;3.59;0
1;bunker;3282.00;11.28;903.00;1.43;0
1;bunker;3335.00;9.98;768.00;1.53;0
1;bunker;3323.00;10.20;780.00;5.65;0
1;bunker;3449.00;10.80;1902.00;2.04;0
1;bunker;3339.00;11.00;806.00;4.70;0
1;bunker;3348.00;11.65;828.00;6.26;0
1;bunker;3365.00;11.35;1915.00;4.10;0
1;bunker;3181.00;12.30;1975.00;0.48;0
1;bunker;3332.00;11.00;804.00;3.15;0
1;bunker;3306.00;10.62;802.00;6.16;0
1;bunker;3300.00;10.90;883.00;1.09;0
1;bunker;3347.00;10.23;778.00;5.22;0
1;bunker;3231.00;10.30;919.00;0.49;0
1;bunker;3267.00;10.20;789.00;4.61;0
1;bunker;3525.00;10.50;1898.00;5.82;0
1;bunker;3478.00;11.07;1979.00;3.66;0
1;bunker;3266.00;10.00;766.00;5.22;0
1;bunker;3220.00;11.18;989.00;1.60;0
1;bunker;3459.00;10.60;1934.00;5.72;0
1;bunker;3235.00;9.95;900.00;2.10;0
1;bunker;3224.00;9.90;2020.00;3.66;0
1;bunker;3363.00;9.90;1994.00;0.04;0
1;bunker;3417.00;10.80;1870.00;4.17;0
1;bunker;3394.00;9.98;768.00;5.38;0
1;bunker;3268.00;9.93;761.00;2.11;0
1;bunker;3164.00;10.50;1942.00;4.78;0
1;bunker;3259.00;9.90;904.00;1.16;0
1;bunker;3267.00;10.05;925.00;2.71;0
1;bunker;3237.00;10.10;922.00;0.55;0
1;bunker;3220.00;11.00;955.00;4.68;0
1;bunker;3222.00;11.15;958.00;5.89;0
1;bunker;3391.00;10.18;779.00;2.62;0
1;bunker;3379.00;10.18;781.00;5.28;0
1;bunker;3329.00;10.62;1962.00;1.67;0
1;bunker;3459.00;11.50;1887.00;4.33;0
1;bunker;3431.00;10.65;1878.00;1.07;0
1;bunker;3321.00;10.70;799.00;2.27;0
1;bunker;3362.00;10.48;787.00;0.11;0
1;bunker;3210.00;11.25;989.00;2.78;0
1;bunker;3353.00;11.80;821.00;4.34;0
1;bunker;3227.00;10.30;920.00;2.17;0
1;bunker;3286.00;10.10;838.00;4.84;0
1;bunker;3508.00;10.15;1996.00;0.12;0
1;bunker;3256.00;10.23;822.00;2.78;0
1;bunker;3351.00;12.20;1904.00;0.62;0
1;bunker;3219.00;12.50;1951.00;1.83;0
1;bunker;3196.00;12.15;1983.00;4.85;0
1;bunker;3271.00;9.70;834.00;1.23;0
1;bunker;3235.00;11.62;1983.00;5.35;0
1;bunker;3254.00;10.20;805.00;0.28;0
1;bunker;3198.00;9.95;2021.00;3.29;0
1;bunker;3244.00;9.95;2023.00;1.13;0
1;bunker;3201.00;9.95;2015.00;2.34;0
1;bunker;3506.00;10.10;2011.00;0.18;0
1;bunker;3484.00;10.45;2005.00;1.74;0
1;bunker;3181.00;10.70;2003.00;4.40;0
1;bunker;3275.00;10.82;1987.00;0.79;0
1;bunker;3433.00;10.45;1982.00;4.91;0
1;bunker;3473.00;11.10;1979.00;5.01;0
1;bunker;3349.00;10.10;1983.00;2.85;0
1;bunker;3253.00;11.05;1980.00;5.52;0
1;bunker;3328.00;10.38;1978.00;0.79;0
1;bunker;3363.00;10.23;1971.00;4.91;0
1;bunker;3464.00;10.70;1966.00;1.29;0
1;bunker;3191.00;12.60;1972.00;5.42;0
1;bunker;3250.00;10.68;1961.00;5.52;0
1;bunker;3176.00;12.20;1964.00;3.36;0
1;bunker;3368.00;10.50;1956.00;6.03;0
1;bunker;3167.00;11.10;1956.00;2.41;0
1;bunker;3412.00;10.50;1955.00;3.96;0
1;bunker;3174.00;11.48;1952.00;1.81;0
1;bunker;3189.00;12.55;1957.00;3.02;0
1;bunker;3277.00;10.73;1948.00;0.85;0
1;bunker;3181.00;12.43;1954.00;3.87;0
1;bunker;3437.00;10.65;1957.00;5.08;0
1;bunker;3167.00;10.62;1950.00;2.92;0
1;bunker;3199.00;12.43;1953.00;4.48;0
1;bunker;3172.00;10.95;1947.00;0.86;0
1;bunker;3495.00;11.20;1934.00;3.52;0
1;bunker;3438.00;10.75;1941.00;1.36;0
1;bunker;3382.00;10.70;1925.00;2.92;0
1;bunker;3224.00;11.18;1928.00;5.59;0
1;bunker;3177.00;10.50;1921.00;1.97;0
1;bunker;3419.00;10.48;1920.00;6.09;0
1;bunker;3277.00;11.32;1907.00;1.37;0
1;bunker;3394.00;10.57;1911.00;4.03;0
1;bunker;3503.00;10.88;1914.00;1.87;0
1;bunker;3533.00;10.78;1925.00;3.09;0
1;bunker;3222.00;10.95;1906.00;6.10;0
1;bunker;3461.00;11.85;1907.00;2.48;0
1;bunker;3515.00;10.73;1903.00;5.15;0
1;bunker;3380.00;11.73;1896.00;0.42;0
1;bunker;3494.00;11.82;1895.00;4.54;0
1;bunker;3239.00;10.53;1889.00;5.76;0
1;bunker;3348.00;12.05;1898.00;3.59;0
1;bunker;3267.00;13.40;1882.00;0.33;0
1;bunker;3308.00;15.40;1878.00;1.53;0
1;bunker;3246.00;10.95;1870.00;5.65;0
1;bunker;3313.00;14.93;1874.00;2.04;0
1;bunker;3401.00;11.90;1870.00;5.06;0
1;bunker;3341.00;12.32;1872.00;6.26;0
1;bunker;3370.00;11.53;1870.00;4.10;0
1;bunker;3312.00;17.50;1862.00;0.48;0
1;bunker;3191.00;11.05;981.00;2.04;0
1;bunker;3223.00;10.55;985.00;4.71;0
1;bunker;3200.00;11.90;979.00;2.55;0
1;bunker;3233.00;10.25;973.00;2.65;0
1;bunker;3201.00;12.68;956.00;0.49;0
1;bunker;3210.00;12.40;947.00;4.61;0
1;bunker;3249.00;10.40;951.00;5.82;0
1;bunker;3250.00;10.35;939.00;2.55;0
1;bunker;3240.00;9.80;942.00;5.22;0
1;bunker;3253.00;10.30;932.00;1.60;0
1;bunker;3248.00;10.05;924.00;4.27;0
1;bunker;3269.00;10.10;919.00;1.00;0
1;bunker;3251.00;10.10;919.00;3.66;0
1;bunker;3275.00;10.25;911.00;0.05;0
1;bunker;3264.00;9.90;897.00;2.71;0
1;bunker;3256.00;10.00;896.00;5.73;0
1;bunker;3278.00;10.78;902.00;2.11;0
1;bunker;3250.00;9.93;895.00;4.78;0
1;bunker;3265.00;10.05;886.00;2.61;0
1;bunker;3279.00;10.32;886.00;2.72;0
1;bunker;3288.00;10.85;890.00;0.56;0
1;bunker;3277.00;10.15;885.00;3.22;0
1;bunker;3278.00;10.10;881.00;4.78;0
1;bunker;3230.00;10.50;875.00;1.16;0
1;bunker;3241.00;10.10;878.00;5.28;0
1;bunker;3258.00;10.03;872.00;0.21;0
1;bunker;3234.00;10.30;874.00;3.23;0
1;bunker;3261.00;9.90;866.00;1.07;0
1;bunker;3241.00;9.90;863.00;3.73;0
1;bunker;3309.00;10.62;865.00;0.11;0
1;bunker;3294.00;10.25;868.00;1.67;0
1;bunker;3231.00;10.18;858.00;5.80;0
1;bunker;3261.00;10.05;857.00;0.72;0
1;bunker;3304.00;10.53;860.00;4.84;0
1;bunker;3222.00;10.68;862.00;0.12;0
1;bunker;3242.00;9.95;859.00;2.78;0
1;bunker;3240.00;10.00;855.00;5.45;0
1;bunker;3296.00;10.45;856.00;2.19;0
1;bunker;3329.00;10.53;859.00;4.85;0
1;bunker;3265.00;9.90;848.00;1.23;0
1;bunker;3295.00;9.93;849.00;5.35;0
1;bunker;3243.00;10.07;849.00;5.45;0
1;bunker;3309.00;10.25;846.00;3.29;0
1;bunker;3274.00;9.80;844.00;5.96;0
1;bunker;3322.00;10.90;841.00;2.34;0
1;bunker;3298.00;9.93;846.00;3.90;0
1;bunker;3337.00;10.82;838.00;1.74;0
1;bunker;3230.00;9.90;839.00;4.40;0
1;bunker;3257.00;10.30;832.00;0.79;0
1;bunker;3342.00;11.10;834.00;3.81;0
1;bunker;3299.00;10.38;831.00;0.19;0
1;bunker;3229.00;9.80;833.00;2.85;0
1;bunker;3242.00;9.95;832.00;4.41;0
1;bunker;3316.00;11.03;826.00;2.25;0
1;bunker;3265.00;10.23;827.00;3.46;0
1;bunker;3266.00;10.23;824.00;1.30;0
1;bunker;3325.00;11.10;821.00;2.86;0
1;bunker;3271.00;10.10;814.00;5.52;0
1;bunker;3352.00;11.30;812.00;1.90;0
1;bunker;3286.00;10.10;812.00;6.03;0
1;bunker;3317.00;11.12;809.00;1.31;0
1;bunker;3255.00;10.10;809.00;3.97;0
1;bunker;3273.00;9.93;809.00;1.81;0
1;bunker;3352.00;11.20;807.00;4.47;0
1;bunker;3281.00;10.00;804.00;6.03;0
1;bunker;3366.00;11.35;807.00;2.41;0
1;bunker;3369.00;11.05;802.00;0.26;0
1;bunker;3276.00;9.93;800.00;0.36;0
1;bunker;3242.00;9.98;802.00;4.48;0
1;bunker;3278.00;10.25;794.00;0.86;0
1;bunker;3315.00;10.48;796.00;3.52;0
1;bunker;3362.00;10.62;794.00;0.26;0
1;bunker;3294.00;10.30;794.00;2.93;0
1;bunker;3346.00;10.62;793.00;5.59;0
1;bunker;3258.00;10.10;791.00;1.97;0
1;bunker;3373.00;10.32;787.00;4.99;0
1;bunker;3248.00;9.90;787.00;6.20;0
1;bunker;3296.00;10.50;784.00;4.04;0
1;bunker;3313.00;10.32;787.00;0.42;0
1;bunker;3354.00;10.35;782.00;3.44;0
1;bunker;3262.00;10.05;782.00;4.64;0
1;bunker;3399.00;10.43;783.00;2.48;0
1;bunker;3266.00;10.20;780.00;0.32;0
1;bunker;3255.00;9.95;776.00;0.43;0
1;bunker;3284.00;10.35;772.00;4.55;0
1;bunker;3286.00;10.30;771.00;0.93;0
1;bunker;3355.00;10.00;775.00;2.49;0
1;bunker;3251.00;9.90;765.00;5.15;0
1;bunker;3267.00;10.03;770.00;2.99;0
1;bunker;3307.00;10.30;772.00;4.20;0
1;bunker;3342.00;10.00;769.00;0.94;0
1;bunker;3317.00;10.18;766.00;3.60;0
1;bunker;3291.00;10.23;770.00;6.26;0
1;bunker;3321.00;10.10;762.00;4.10;0
1;bunker;3409.00;10.03;761.00;5.66;0
1;bunker;3278.00;9.95;764.00;2.05;0
1;bunker;3300.00;10.05;765.00;4.71;0
1;bunker;3325.00;10.03;762.00;2.55;0
1;bunker;3257.00;9.90;761.00;4.11;0
1;bunker;3322.00;10.05;761.00;0.49;0
1;bunker;3394.00;9.90;758.00;3.15;0
1;bunker;3432.00;9.90;754.00;6.18;0
1;bunker;3306.00;9.90;755.00;1.10;0
1;bunker;3396.00;9.85;750.00;5.22;0
1;bunker;3424.00;9.93;747.00;3.06;0
1;bunker;3410.00;9.80;745.00;3.16;0
1;bunker;3404.00;9.80;742.00;1.00;0
1;bunker;3411.00;9.70;740.00;3.67;0
1;coastal_bunker;3391.00;9.90;1978.00;-3.34;0
1;coastal_bunker;3416.00;9.50;2015.00;-2.68;0
1;coastal_bunker;3322.00;9.90;1993.00;-3.84;0
1;coastal_bunker;3372.00;9.85;1989.00;-4.33;0
1;coastal_bunker;3178.00;9.80;2025.00;-2.58;0
1;coastal_bunker;3480.00;9.95;2020.00;-4.19;0
1;coastal_bunker;3308.00;9.80;2002.00;-3.61;0
1;coastal_bunker;3452.00;9.68;2023.00;-2.98;0
1;coastal_bunker;3416.00;9.65;1977.00;-2.75;0
1;coastal_bunker;3432.00;9.60;746.00;-4.51;0
1;coastal_bunker;3497.00;9.90;2020.00;-3.14;0
1;coastal_bunker;3164.00;9.55;1911.00;0.17;0
1;coastal_bunker;3290.00;9.50;761.00;0.46;0
1;coastal_bunker;3270.00;9.93;2019.00;-3.56;0
1;coastal_bunker;3388.00;9.90;1980.00;-3.75;0
1;coastal_bunker;3325.00;9.80;1993.00;-3.14;0
1;coastal_bunker;3336.00;9.65;764.00;0.38;0
1;coastal_bunker;3233.00;9.90;2024.00;-2.76;0
1;coastal_bunker;3356.00;9.70;1999.00;-3.14;0
1;coastal_bunker;3388.00;9.50;770.00;-1.11;0
1;coastal_bunker;3284.00;9.90;2009.00;-3.55;0
1;coastal_bunker;3245.00;9.50;781.00;-1.33;0
1;coastal_bunker;3266.00;9.90;758.00;0.79;0
1;coastal_bunker;3387.00;9.65;774.00;-0.64;0
1;coastal_bunker;3312.00;9.80;752.00;0.28;0
1;coastal_bunker;3377.00;9.68;777.00;0.00;0
1;coastal_bunker;3366.00;9.50;774.00;0.40;0
1;coastal_bunker;3197.00;9.85;2026.00;-2.90;0
1;coastal_bunker;3253.00;9.90;2025.00;-3.34;0
1;coastal_bunker;3204.00;9.85;2023.00;-2.94;0
1;coastal_bunker;3506.00;9.93;2017.00;-3.52;0
1;coastal_bunker;3423.00;9.65;1982.00;-1.95;0
1;coastal_bunker;3348.00;9.85;1993.00;-3.14;0
1;coastal_bunker;3240.00;9.50;796.00;-0.93;0
1;coastal_bunker;3242.00;9.50;791.00;-1.89;0
1;coastal_bunker;3364.00;9.50;773.00;0.32;0
1;coastal_bunker;3248.00;9.50;766.00;-1.57;0
1;coastal_bunker;3339.00;9.65;766.00;0.59;0
1;coastal_bunker;3294.00;9.65;761.00;0.00;0
1;coastal_bunker;3272.00;9.80;761.00;0.00;0
1;coastal_bunker;3298.00;9.50;761.00;-0.79;0
1;coastal_bunker;3331.00;9.55;760.00;0.46;0
1;coastal_bunker;3253.00;9.60;762.00;-0.46;0
1;coastal_bunker;3324.00;9.50;755.00;0.00;0
1;coastal_bunker;3393.00;9.55;754.00;-1.57;0
1;coastal_bunker;3303.00;9.50;755.00;0.00;0
1;coastal_bunker;3394.00;9.50;750.00;-0.46;0
1;coastal_bunker;3419.00;9.50;741.00;-0.32;0
1;coastal_bunker;3401.00;9.50;737.00;-0.98;0
